idx,lr,n_estimators,max_depth,fit_time,score_time,test_root_mean_squared_error,test_mean_absolute_error,test_r2_score
156.0,0.01,500.0,1.0,1.5034567832946777,0.0008027076721191407,1.1940538107177339,1.4257645028895416,0.13896853689008043
157.0,0.01,500.0,2.0,2.872758960723877,0.001200389862060547,1.150136900877871,1.3228148907609536,0.19956191107741142
158.0,0.01,500.0,3.0,4.224397850036621,0.0017786979675292968,1.1410575181104101,1.3020122596362889,0.2124163113835645
159.0,0.01,500.0,4.0,5.540545511245727,0.002802753448486328,1.1469513765700445,1.31549746021592,0.2073058906549881
160.0,0.01,500.0,5.0,6.71579384803772,0.003803443908691406,1.1565118366074951,1.3375196282132413,0.1911522709982687
161.0,0.01,500.0,10.0,11.919794797897339,0.010209465026855468,1.2356878537600995,1.5269244719302413,0.08341787510497722
162.0,0.01,1000.0,1.0,2.9974730968475343,0.0014012813568115234,1.1945582134338446,1.4269693252822588,0.13547679746329588
163.0,0.01,1000.0,2.0,5.754398012161255,0.0017999172210693359,1.1504875096728726,1.3236215099132882,0.1989010351554351
164.0,0.01,1000.0,3.0,8.532806396484375,0.0032029151916503906,1.1465790568283591,1.3146435335574098,0.2049349994580619
165.0,0.01,1000.0,4.0,11.127554750442505,0.005004024505615235,1.1575890632998238,1.3400124394713635,0.1930022141334121
166.0,0.01,1000.0,5.0,13.597190237045288,0.006806087493896484,1.161579383072293,1.3492666631786085,0.184395534905299
167.0,0.01,1000.0,10.0,24.47680797576904,0.018816804885864256,1.2358343683865975,1.5272865860855003,0.08325583114234467
168.0,0.005,1.0,1.0,0.00400395393371582,0.00040030479431152344,1.2932935555047678,1.672608220710164,-0.002431981476622225
169.0,0.005,1.0,2.0,0.0078067779541015625,0.0008009910583496094,1.2926303747160086,1.6708932856384486,-0.0014308808596258603
170.0,0.005,1.0,3.0,0.010608482360839843,0.0008007526397705078,1.2926055919026358,1.6708292162179634,-0.001468537169228612
171.0,0.005,1.0,4.0,0.011409950256347657,0.0006003856658935546,1.2926489868039905,1.6709414030853835,-0.0015025873963369963
172.0,0.005,1.0,5.0,0.013812971115112305,0.0006006717681884766,1.2926316870530237,1.670896678373546,-0.0014579463136678683
173.0,0.005,1.0,10.0,0.02422194480895996,0.00040063858032226565,1.292196741563589,1.6697724189075571,-0.0007212764552994022
174.0,0.005,10.0,1.0,0.030027484893798827,0.0006006240844726562,1.2892128488700034,1.66206976969151,0.0038739015426452863
175.0,0.005,10.0,2.0,0.05765271186828613,0.0008006095886230469,1.2827574351868545,1.6454666375271572,0.013601382265594264
176.0,0.005,10.0,3.0,0.08368930816650391,0.0004002571105957031,1.2832785468513352,1.6468038288088749,0.012735259892244666
177.0,0.005,10.0,4.0,0.11070070266723633,0.0008008003234863282,1.2830778909699514,1.6462888742958988,0.013041728241648598
178.0,0.005,10.0,5.0,0.13232054710388183,0.0006006240844726562,1.2833763213852412,1.6470547822923138,0.012893130485844418
179.0,0.005,10.0,10.0,0.23981852531433107,0.0008006572723388671,1.279108566554659,1.6361187250335145,0.019493627473385233
180.0,0.005,50.0,1.0,0.1513375759124756,0.0,1.2750772601318237,1.6258220193052781,0.02553034009073023
181.0,0.005,50.0,2.0,0.2970940589904785,0.00020008087158203126,1.2507338971398865,1.564335281454728,0.061269068492311285
182.0,0.005,50.0,3.0,0.4274456024169922,0.0010376930236816405,1.2465524446814367,1.5538929973412663,0.06678917632841634
183.0,0.005,50.0,4.0,0.5499465465545654,0.0010009288787841796,1.2444176585983266,1.5485753090313414,0.07038147246915105
184.0,0.005,50.0,5.0,0.6853850364685059,0.0008006572723388671,1.2388100363397772,1.5346503061361598,0.0793303109894316
185.0,0.005,50.0,10.0,1.1888122081756591,0.0016036033630371094,1.2376693909337582,1.5318255212543397,0.08346290310902774
186.0,0.005,100.0,1.0,0.305768346786499,0.0008006572723388671,1.2599708448117408,1.5875265297756116,0.048374399395233046
187.0,0.005,100.0,2.0,0.5756107807159424,0.0008006572723388671,1.226732966354215,1.5048737707402116,0.09664797904420089
188.0,0.005,100.0,3.0,0.8576102256774902,0.0010008811950683594,1.2186148438711129,1.4850221377030168,0.10669303550862783
189.0,0.005,100.0,4.0,1.1004021167755127,0.0010009288787841796,1.212603562974959,1.4704074009395653,0.1155623803979606
190.0,0.005,100.0,5.0,1.3387510299682617,0.001401233673095703,1.2033280290947173,1.4479983456049765,0.12988775086694598
191.0,0.005,100.0,10.0,2.3851855754852296,0.0022017955780029297,1.2140876579769442,1.4740088412519416,0.11820168474219124
192.0,0.005,200.0,1.0,0.6085528373718262,0.001000833511352539,1.23563274916128,1.5267882907998627,0.08434442232063374
193.0,0.005,200.0,2.0,1.1576632499694823,0.000999307632446289,1.1934499550552022,1.4243227952212645,0.14415374057029362
194.0,0.005,200.0,3.0,1.6938041210174561,0.0010079383850097657,1.1818877814574118,1.3968587279583229,0.1589051345419671
195.0,0.005,200.0,4.0,2.2173572540283204,0.0010009288787841796,1.177383053215549,1.3862308539991681,0.16390030148475004
196.0,0.005,200.0,5.0,2.654611015319824,0.0021134376525878905,1.1650110232526547,1.3572506843001977,0.18177559142732694
197.0,0.005,200.0,10.0,4.788346624374389,0.0038036823272705076,1.209823379589915,1.4636726098023636,0.12393261899550904
198.0,0.005,500.0,1.0,1.5017266750335694,0.0012010574340820313,1.1980561521039395,1.435338543594098,0.1374154484335724
199.0,0.005,500.0,2.0,2.923592185974121,0.0012014389038085937,1.1655827570328394,1.358583163492275,0.18042664904082145
200.0,0.005,500.0,3.0,4.236664152145385,0.001801776885986328,1.1521361726830366,1.3274177604047162,0.19734715496292995
201.0,0.005,500.0,4.0,5.508566617965698,0.002602672576904297,1.153285205604339,1.3300667654658422,0.1970652392579764
202.0,0.005,500.0,5.0,6.678454971313476,0.0040036201477050785,1.1476850182209268,1.317180901048769,0.20347057131613305
203.0,0.005,500.0,10.0,11.988462209701538,0.009650993347167968,1.2290459341037352,1.510553908136923,0.09560891159515601
204.0,0.005,1000.0,1.0,3.006970930099487,0.0012011051177978516,1.1940826330485348,1.4258333345481218,0.13890822530749108
205.0,0.005,1000.0,2.0,5.776438856124878,0.001801776885986328,1.14988745403199,1.3222411569401724,0.19952268596591624
206.0,0.005,1000.0,3.0,8.441143035888672,0.0028028011322021483,1.1430480886373802,1.306558932937568,0.20937530729379045
207.0,0.005,1000.0,4.0,11.100113105773925,0.0040035247802734375,1.1457251217129154,1.3126860545240748,0.20889999002964882
208.0,0.005,1000.0,5.0,13.42757968902588,0.006806182861328125,1.1510277689426744,1.3248649248771507,0.1991559609191345
209.0,0.005,1000.0,10.0,24.04394063949585,0.0188169002532959,1.2337264927064773,1.5220810588058258,0.08858804070075581
